JÚLIO LOPES;PP;RJ;Inquérito nº 3414/2012 - STF
JÚLIO LOPES;PP;RJ;Inquérito nº 4.451/2017 - STF
LUIZ SÉRGIO;PT;RJ;Ação civil pública nº 0126615-84.2015.4.02.5119 - TRF
MARCELO MATOS;PDT;RJ;Inquérito nº 3082/2011 - STF
PAULO FEIJÓ;PR;RJ;Processos nº 0000809-91.2009.4.02.5105 - TRF
PAULO FEIJÓ;PR;RJ;Ação penal nº 694/2012 - STF
PEDRO PAULO;PMDB;RJ;Inquérito nº 4435/2017 - STF
RODRIGO MAIA;DEM;RJ;Prestação de contas nº 91997.2011.600.0000 - TSE
SIMÃO SESSIM;PP;RJ;Inquérito nº 3989/2015 - STF
WASHINGTON REIS;PMDB;RJ;Ação penal nº 618/2011 - STF
WASHINGTON REIS;PMDB;RJ;Inquérito nº 4205/2016 - STF
WASHINGTON REIS;PMDB;RJ;Inquérito nº 3762/2013 - STF
FABIO FARIA;PSD;RN;Inquérito nº 4452/2017 - STF
FELIPE MAIA;DEM;RN;Inquérito nº 4399/2017 - STF
ROGERIO MARINHO;PSDB;RN;Inquérito nº 3386/2011
ROGERIO MARINHO;PSDB;RN;Inquérito nº 3026/2010
LINDOMAR GARÇON;PMDB;RO;Ação civil pública nº 0000891-60.2009.4.01.4100 - TRF
LUCIO MOSQUINI;PMDB;RO;Inquérito nº 4006/2015 - STF
LUIZ CLAUDIO;PR;RO;Inquérito nº 4057/2015 - STF
LUIZ CLAUDIO;PR;RO;Ação cautelar nº 3827/2015
MARINHA RAUPP;PMDB;RO;Ação civil pública nº 0100597-25.1999.8.22.0001 - TJ
NILTON CAPIXABA;PTB;RO;Ação penal nº 644/2011 - STF
NILTON CAPIXABA;PTB;RO;Ação penal nº 958/2015 - STF
EDIO LOPES;PMDB;RR;Açãoo penal nº 940/2015 - STF
SHÉRIDAN;PSDB;RR;Inquérito nº 3975/2015 - STF
AFONSO HAMM;PP;RS;Inquérito nº 3989/2015 - STF
ALCEU MOREIRA;PMDB;RS;Ação civil pública nº 0091151-06.2003.8.21.0059 - TJ
ALCEU MOREIRA;PMDB;RS;Inquérito nº 3076/2011 - STF
ALCEU MOREIRA;PMDB;RS;Ação civil pública nº 0012131-24.2007.8.21.0059 - TJ
JERÕNIMO GOERGEN;PP;RS;Inquérito nº 3989/2015 - STF
JERÕNIMO GOERGEN;PP;RS;Ação civil pública nº 0274160-33.2012.8.21.0001 - TJ
JOSÉ OT́VIO GERMANO;PP;RS;Inquérito nº 3989/2015 - STF
JOSÉ OT́VIO GERMANO;PP;RS;Inquérito nº 3980/2015 - STF
JOSÉ OT́VIO GERMANO;PP;RS;Inquérito nº 3991/2015 - STF
JOSÉ OT́VIO GERMANO;PP;RS;Ação civil pública nº 0012796-33.2012.8.21.0037 - TJ
JOSE STEDILE;PSB;RS;Ação penal nº 599/2011 - STF
JOSE STEDILE;PSB;RS;Inquérito nº 3825/2014 - STF
JOSE STEDILE;PSB;RS;Inquérito nº 3825/2014 - STF
JOSE STEDILE;PSB;RS;Processos nº 0018201-73.2007.8.21.0086 - TJ
MARCO MAIA;PT;RS;Inquérito nº 4385/2017 - STF
MARIA DO ROŚRIO;PT;RS;Inquérito nº 4398/2017 - STF
ONYX LORENZONI;DEM;RS;Inquérito nº 4400/2017 - STF
PAULO PIMENTA;PT;RS;Ação civil pública nº 0061061-43.2005.8.21.0027 - TJ
PAULO PIMENTA;PT;RS;Inquérito nº 3499/2012 - STF
RENATO MOLLING;PP;RS;Inquérito nº 3989/2015 - STF
RENATO MOLLING;PP;RS;Ação civil pública nº 0004641-62.2003.8.21.0132 - TJ
SÉRGIO MORAES;PTB;RS;Ação civil pública nº 0035631-87.2008.8.21.0026 - TJ
SÉRGIO MORAES;PTB;RS;Ação civil pública nº 0016291-36.2003.8.21.0026 - TJ
CARMEN ZANOTTO;PPS;SC;Ação civil pública nº 0042920-51.2008.8.24.0038 - TJ
CARMEN ZANOTTO;PPS;SC;Ação civil pública nº 5008048-80.2016.4.04.7200 - TRF4
CELSO MALDANER;PMDB;SC;Ação civil pública nº 0002242-50.2006.8.24.0042 - TJ
DÉCIO LIMA;PT;SC;Inquérito nº 2851/2009 - STF
DÉCIO LIMA;PT;SC;Ação civil pública nº 0024738-83.2003.8.24.0008 - TJ
DÉCIO LIMA;PT;SC;Inquérito nº 4.457/2017 - STF
ESPERIDIÃO AMIN;PP;SC;Ação civil pública nº 0057644-37.2010.8.24.0023 - TJ
JOÃO RODRIGUES;PSD;SC;Ação penal nº 2004.04.01.005062-5 - TRF
JOÃO RODRIGUES;PSD;SC;Ação civil pública nº 5002282-74.2015.4.04.7202 - TRF
JOÃO RODRIGUES;PSD;SC;Ação civil pública nº 0001417-08.2011.8.24.0018 - TJ
MARCO TEBALDI;PSDB;SC;Ação penal nº 556/2011 - STF
MARCO TEBALDI;PSDB;SC;Inquérito nº 3753/2013 - STF
MARCO TEBALDI;PSDB;SC;Processos nº 500427325.2014.404.7201 - TRF
MARCO TEBALDI;PSDB;SC;Ação civil pública nº 5010481-88.2015.4.04.7201 - TRF
MAURO MARIANI;PMDB;SC;Ação civil pública nº 0147431-82.2007.8.24.0023 - TJ
PEDRO UCZAI;PT;SC;Ação civil pública nº 0008304-52.2004.8.24.0018 - TJ
RONALDO BENEDET;PMDB;SC;Ação civil pública nº 5003654-35.2013.4.04.7200 - TRF
RONALDO BENEDET;PMDB;SC;Inquérito nº 4214/2016 - STF
ALEX MANENTE;PPS;SP;Inquérito nº 4007/2015 - STF
ALEX MANENTE;PPS;SP;Ação civil pública nº 0015073-72.2000.8.26.0564 - TJ
ANDRES SANCHEZ;PT;SP;Inquérito nº 4276/2016 - STF
ANDRES SANCHEZ;PT;SP;Inquérito nº 4032/2015 - STF
ANDRES SANCHEZ;PT;SP;Inquérito nº 4069/2015 - STF
ANDRES SANCHEZ;PT;SP;Inquérito nº 4069/2015 - STF
ANDRES SANCHEZ;PT;SP;Inquérito nº 4070/2015 - STF
ANTONIO BULH̥ES;PRB;SP;Ação civil pública nº 0023971-03.2015.4.03.6100 - TRF
ARLINDO CHINAGLIA;PT;SP;Inquérito nº 4.461/2017 - STF
ARNALDO FARIA DE Ś;PTB;SP;ApelAção nº 9132516-36.1997.8.26.0000 - TJ
BALEIA ROSSI;PMDB;SP;Ação popular nº 0066473-32.2005.8.26.0506 - TJ
BETO MANSUR;PRB;SP;Processos nº 2004.61.04.003219-5 - TRF
BETO MANSUR;PRB;SP;Ação popular nº 0024917-13.2004.8.26.0562 - TJ
BETO MANSUR;PRB;SP;Ação civil pública nº 0023970-18.2015.4.03.6100 - TRF
BRUNA FURLAN;PSDB;SP;Ação civil pública nº 0012112-74.2012.8.26.0068 - TJ
CARLOS SAMPAIO;PSDB;SP;Agravo de instrumento nº 372712.2010.600.0000 - TSE
CELSO RUSSOMANNO;PRB;SP;Inquérito nº 4422/2017 - STF
EDINHO ARAUJO;PMDB;SP;ApelAção nº 0063900-34.2007.8.26.0576 - TJ
EDUARDO CURY;PSDB;SP;Ação civil de improbidade administrativa nº 0036635-15.2011.8.26.0577- - TJ
FAUSTO PINATO;PRB;SP;Ação penal nº 908/2015 - STF
GILBERTO NASCIMENTO;PSC;SP;ApelAção nº 0004743-88.2011.8.26.0286 - TJ
HERCULANO PASSOS;PSD;SP;ApelAção nº 0004743-88.2011.8.26.0286 - TJ
HERCULANO PASSOS;PSD;SP;Ação civil pública nº 0010357-74.2011.8.26.0286 - TJ
JEFFERSON CAMPOS;PSD;SP;Ação civil de improbidade administrativa nº 0004928-22.2011.4.03.6100 - TRF
JOSÉ MENTOR;PT;SP;Inquérito nº 3995/2015 - STF
LUIZA ERUNDINA;PSB;SP;Ação popular nº 0707367-61.1989.8.26.0053 - TJ
MARCIO ALVINO;PR;SP;Ação civil pública nº 0000591-04.2011.8.26.0219 - TJ
MARCIO ALVINO;PR;SP;Inquérito nº 3952/2015 - STF
MIGUEL HADDAD;PSDB;SP;Ação popular nº 0025455-11.2003.8.26.0309 - TJ
MILTON MONTI;PR;SP;Inquérito nº 4443/2017 - STF
MISSIOŃRIO JOSÉ OL̍MPIO;PP;SP;Inquérito nº 3989/2015 - STF
MISSIOŃRIO JOSÉ OL̍MPIO;PP;SP;Ação civil pública nº 0424086-16.1997.8.26.0053 - TJ
NELSON MARQUEZELLI;PTB;SP;Inquérito nº 4144/2015 - STF
NELSON MARQUEZELLI;PTB;SP;Ação civil pública nº 0007484-05.2013.8.26.0457 - TJ
NELSON MARQUEZELLI;PTB;SP;Ação civil pública nº 1000767-42.2015.8.26.0601 - TJ
PAULINHO DA FORÇA;SD;SP;Ação civil pública nº 0004629-82.2002.4.03.6125 - TRF
PAULO MALUF;PP;SP;Ação civil pública nº 0017879-61.2000.8.26.0053 - TJ
PAULO MALUF;PP;SP;ApelAção nº 9126093-26.1998.8.26.0000 - TJ
PAULO MALUF;PP;SP;Processos nº 0009831-16.2000.8.26.0053 - TJ
PAULO MALUF;PP;SP;Ação civil pública nº 0012667-37.1997.4.03.6100 - TRF
ROBERTO ALVES;PRB;SP;Inquérito nº 4127/2015 - STF
RODRIGO GARCIA;DEM;SP;Inquérito nº 4.420/2017 - STF
VICENTE CÂNDIDO;PT;SP;Agravo de instrumento nº 4448/2003 - TSE
VICENTE CÂNDIDO;PT;SP;Inquérito nº 4138/2015 - STF
VICENTE CÂNDIDO;PT;SP;Inquérito nº 4.448/2017 - STF
VITOR LIPPI;PSDB;SP;Ação civil de improbidade administrativa nº 0058174-59.2011.8.26.0602 - TJ
VITOR LIPPI;PSDB;SP;Processos nº 1000446-04.2015.8.26.0602 - TJ
ANDRÉ MOURA;PSC;SE;Ação penal nº 974/2016 - STF
ANDRÉ MOURA;PSC;SE;Ação penal nº 973/2016 - STF
ANDRÉ MOURA;PSC;SE;Ação penal nº 969/2015 - STF
ANDRÉ MOURA;PSC;SE;Inquérito nº 3905/2014 - STF
ANDRÉ MOURA;PSC;SE;Inquérito nº 3594/2013 - STF
ANDRÉ MOURA;PSC;SE;Ação civil pública nº 0000572-22.2007.8.25.0039 - TJ
CESAR HALUM;PRB;TO;Inquérito nº 3611/2013 - STF
CESAR HALUM;PRB;TO;Ação civil pública nº 500056770.2006.827.2729 - TJ
IRAJ́ ABREU;PSD;TO;Processos nº 0002224-24.2012.4.01.4300 - TRF
JOSI NUNES;PMDB;TO;Ação civil pública nº 5000567-70.2006.827.2729 - TJ
LÁZARO BOTELHO;PP;TO;Inquérito nº 3989/2015 - STF
